ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
488537101,Photo,Western Bluebird,Sialia mexicana,,Susan Endres,2022-09-27,2022,9,27,1631,United States,US-CA-073,California,San Diego,Buddy Todd Park,33.2076695,-117.3475885,Adult Male – 1,,Unspecified,"","",,,,,,,S119541726,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,1983,2832
488506801,Photo,Western Bluebird,Sialia mexicana,,Peter Gordon,2022-09-28,2022,9,28,1426,United States,US-CA-059,California,Orange,Pepperwood Park (Irvine),33.7063649,-117.7662863,"",,Unspecified,"","",,,,,,,S119611969,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2123,2848
488506791,Photo,Western Bluebird,Sialia mexicana,,Peter Gordon,2022-09-28,2022,9,28,1426,United States,US-CA-059,California,Orange,Pepperwood Park (Irvine),33.7063649,-117.7662863,"",,Unspecified,"","",,,,,,,S119611969,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2685,3740
488381391,Photo,Western Bluebird,Sialia mexicana,,Mike Belfield,2022-09-27,2022,9,27,725,United States,US-CA-059,California,Orange,"Arbor Park, Los Alamitos",33.7834865,-118.0499354,"",,Unspecified,"","",,,,,,,S119513789,"",,,,,Sialia mexicana,wesblu,Species,,,2.00,1,,720,1080
488381381,Photo,Western Bluebird,Sialia mexicana,,Mike Belfield,2022-09-27,2022,9,27,725,United States,US-CA-059,California,Orange,"Arbor Park, Los Alamitos",33.7834865,-118.0499354,"",,Unspecified,"","",,,,,,,S119513789,"",,,,,Sialia mexicana,wesblu,Species,,,2.00,1,,720,1080
488379751,Photo,Western Bluebird,Sialia mexicana,,Linda Daily,2022-09-26,2022,9,26,730,United States,US-CA-059,California,Orange,Creekside Park (Dana Point),33.4758493,-117.6798445,"",,Unspecified,"","",,,,,,,S119486719,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3362,3781
488353981,Photo,Western Bluebird,Sialia mexicana,,George Nothhelfer,2022-09-27,2022,9,27,645,United States,US-CA-059,California,Orange,Huntington Central Park--East,33.7040978,-118.0022383,"",,Unspecified,"","",,,,,,,S119568550,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,854,806
488349241,Photo,Western Bluebird,Sialia mexicana,,Doug Lithgow,2022-09-27,2022,9,27,908,United States,US-CA-059,California,Orange,Huntington Central Park--East,33.7040978,-118.0022383,"",,Unspecified,"","",,,,,,,S119523833,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3091,2318
488255771,Photo,Western Bluebird,Sialia mexicana,,Doug Lithgow,2022-09-27,2022,9,27,647,United States,US-CA-059,California,Orange,Talbert Regional Park (North),33.6606925,-117.9456997,"",,Unspecified,"","",,,,,,,S119515807,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1436,1916
488252991,Photo,Western Bluebird,Sialia mexicana,,James McNamara,2022-09-27,2022,9,27,1702,United States,US-CA-059,California,Orange,Huntington Central Park--East,33.7040978,-118.0022383,Adult – 1,"Carrying Food; Foraging or Eating",Unspecified,"","",,,,,,,S119543644,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,"",1017,1526
488245231,Photo,Western Bluebird,Sialia mexicana,,Donna Bray,2022-09-27,2022,9,27,1050,United States,US-CA-037,California,Los Angeles,Holifield Park,33.8930927,-118.0659699,Adult Male – 1,,Unspecified,"","",,,,,,,S119544066,"",,,,,Sialia mexicana,wesblu,Species,,,2.00,1,,3606,4984
488192021,Photo,Western Bluebird,Sialia mexicana,,Joan Tisdale,2022-09-27,2022,9,27,1030,United States,US-CA-053,California,Monterey,Monterey--Olmsted Road oaks below Jacks Peak,36.5806262,-121.8502613,"",,Unspecified,"","",,,,,,,S119542724,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,,1255,1882
488174681,Photo,Western Bluebird,Sialia mexicana,,Kathryn McGiffen,2022-09-27,2022,9,27,830,United States,US-CA-065,California,Riverside,Rancho Jurupa Park,33.9818016,-117.4175835,"",,Unspecified,"","",,,,,,,S119530135,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,,2737,4106
488173891,Photo,Western Bluebird,Sialia mexicana,,Jan Bryant,2022-09-27,2022,9,27,650,United States,US-CA-037,California,Los Angeles,Santa Monica,34.0133172,-118.4786884,"",,Unspecified,"","",,,,,,,S119539990,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,997,771
488172731,Photo,Western Bluebird,Sialia mexicana,,Zachary Fisher,2022-09-27,2022,9,27,830,United States,US-CA-037,California,Los Angeles,Polliwog Park,33.8888713,-118.3853674,"",,Unspecified,"","",,,,,,,S119540554,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,4107,6161
488172721,Photo,Western Bluebird,Sialia mexicana,,Zachary Fisher,2022-09-27,2022,9,27,830,United States,US-CA-037,California,Los Angeles,Polliwog Park,33.8888713,-118.3853674,"",,Unspecified,"","",,,,,,,S119540554,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2964,4447
488172711,Photo,Western Bluebird,Sialia mexicana,,Zachary Fisher,2022-09-27,2022,9,27,830,United States,US-CA-037,California,Los Angeles,Polliwog Park,33.8888713,-118.3853674,"",,Unspecified,"","",,,,,,,S119540554,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2167,3250
488169731,Photo,Western Bluebird,Sialia mexicana,,Jan Bryant,2022-09-27,2022,9,27,650,United States,US-CA-037,California,Los Angeles,Santa Monica,34.0133172,-118.4786884,"",,Unspecified,"","",,,,,,,S119539990,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1060,1438
488168961,Photo,Western Bluebird,Sialia mexicana,"Spinus psaltria -- Lesser Goldfinch; Haemorhous mexicanus -- House Finch",John Callender,2022-09-24,2022,9,24,857,United States,US-CA-083,California,Santa Barbara,7402 - 7418 Hollister Ave (Tech Park),34.4303818,-119.8908561,"",,Unspecified,"","",,,,,,,S119347819,"",,,"Western Bluebirds bathing on the right and middle left; Lesser Goldfinch in the left foreground; House Finches in the left background",,Sialia mexicana,wesblu,Species,,,1.00,1,,3254,5165
488168931,Photo,Western Bluebird,Sialia mexicana,,John Callender,2022-09-24,2022,9,24,857,United States,US-CA-083,California,Santa Barbara,7402 - 7418 Hollister Ave (Tech Park),34.4303818,-119.8908561,"",,Unspecified,"","",,,,,,,S119347819,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,3279,4919
488163481,Photo,Western Bluebird,Sialia mexicana,,Sue Cook,2022-09-26,2022,9,26,848,United States,US-CA-083,California,Santa Barbara,7402 - 7418 Hollister Ave (Tech Park),34.4303818,-119.8908561,"",,Unspecified,"","",,,,,,,S119511515,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1852,2315
488126051,Photo,Western Bluebird,Sialia mexicana,,Karen Richardson,2022-09-26,2022,9,26,1336,United States,US-CA-113,California,Yolo,Stonegate Dr.--north detention pond,38.5522600,-121.5318775,"",,Unspecified,"","",,,,,,,S119482599,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,1573,2097
488125871,Photo,Western Bluebird,Sialia mexicana,,Karen Richardson,2022-09-26,2022,9,26,1336,United States,US-CA-113,California,Yolo,Stonegate Dr.--north detention pond,38.5522600,-121.5318775,"",,Unspecified,"","",,,,,,,S119482599,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,1392,1856
488125751,Photo,Western Bluebird,Sialia mexicana,,Karen Richardson,2022-09-26,2022,9,26,1336,United States,US-CA-113,California,Yolo,Stonegate Dr.--north detention pond,38.5522600,-121.5318775,"",,Unspecified,"","",,,,,,,S119482599,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,1276,1701
488113631,Photo,Western Bluebird,Sialia mexicana,,Melanie Barnett,2022-09-27,2022,9,27,805,United States,US-CA-085,California,Santa Clara,Sunnyvale Baylands Park,37.4128753,-121.9958747,"",,Unspecified,"","",,,,,,,S119529965,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1382,1142
488104621,Photo,Western Bluebird,Sialia mexicana,,Norman Uyeda,2022-09-27,2022,9,27,730,United States,US-CA-087,California,Santa Cruz,Wilder Ranch SP (general area),36.9582253,-122.0944977,"",,Unspecified,"","",,,,,,,S119530052,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1352,1802
488062541,Photo,Western Bluebird,Sialia mexicana,,Nancy Salem,2022-09-27,2022,9,27,715,United States,US-CA-037,California,Los Angeles,El Dorado Regional Park--Area 3,33.8235101,-118.0862045,"",,Unspecified,"","",,,,,,,S119518599,"",,,,"In puddle/bird bath with HOFI, Whydah and Junco",Sialia mexicana,wesblu,Species,,,.00,0,,838,744
488056471,Photo,Western Bluebird,Sialia mexicana,,Steve Lindley,2022-09-23,2022,9,23,1209,United States,US-CA-113,California,Yolo,UC Davis--Arboretum,38.5309118,-121.7603159,"",,Unspecified,"","",,,,,,,S119521839,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,1688,3008
488056461,Photo,Western Bluebird,Sialia mexicana,,Steve Lindley,2022-09-23,2022,9,23,1209,United States,US-CA-113,California,Yolo,UC Davis--Arboretum,38.5309118,-121.7603159,"",,Unspecified,"","",,,,,,,S119521839,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,1563,2786
487970541,Photo,Western Bluebird,Sialia mexicana,,Petra Clayton,2022-09-24,2022,9,24,1300,United States,US-CA-079,California,San Luis Obispo,Cal Poly--Cheda Ranch Nelson Reservoir,35.3159045,-120.6843370,Male – 1,,Unspecified,"","",,,,,,,S119367692,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,2912,5051
487966581,Photo,Western Bluebird,Sialia mexicana,,Kent Van Vuren,2022-09-26,2022,9,26,1415,United States,US-CA-053,California,Monterey,Salinas WTP (permit access only),36.6608009,-121.7180536,"",,Unspecified,"","",,,,,,,S119500640,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,,2160,2973
487949411,Photo,Western Bluebird,Sialia mexicana,,Erica Rutherford/ John Colbert,2022-09-26,2022,9,26,1648,United States,US-CA-013,California,Contra Costa,EBMUD--Valle Vista Staging Area (permit required),37.8212430,-122.1393013,"",,Unspecified,"","",,,,,,,S119498835,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2592,3888
487946611,Photo,Western Bluebird,Sialia mexicana,,Kim Moore,2022-09-26,2022,9,26,1424,United States,US-CA-059,California,Orange,Huntington Central Park,33.7010644,-118.0063820,"",Foraging or Eating,Unspecified,"","",,,,,,,S119489841,"",,,,eating White-lined Sphinx moth caterpillar,Sialia mexicana,wesblu,Species,,,5.00,1,"",931,1200
487880251,Photo,Western Bluebird,Sialia mexicana,,Jonathan Dowell,2022-09-26,2022,9,26,843,United States,US-CA-073,California,San Diego,Robb Field & San Diego River mudflats,32.7570054,-117.2393003,"",Foraging or Eating,Unspecified,"","",,,,,,,S119469508,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,"",1400,1400
487867651,Photo,Western Bluebird,Sialia mexicana,,Becca Cockrum,2022-09-26,2022,9,26,706,United States,US-CA-037,California,Los Angeles,Jackson Lake,34.3923915,-117.7261019,"",,Unspecified,"","",,,,,,,S119485775,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2504,3756
487867631,Photo,Western Bluebird,Sialia mexicana,,Becca Cockrum,2022-09-26,2022,9,26,706,United States,US-CA-037,California,Los Angeles,Jackson Lake,34.3923915,-117.7261019,"",,Unspecified,"","",,,,,,,S119485775,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2504,3756
487855741,Photo,Western Bluebird,Sialia mexicana,,Carolyn Thiele,2022-09-25,2022,9,25,656,United States,US-CA-073,California,San Diego,Santee Lakes,32.8570948,-117.0071411,"",,Unspecified,"","",,,,,,,S119441737,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,842,980
487835541,Photo,Western Bluebird,Sialia mexicana,,Alane Gray,2022-09-26,2022,9,26,737,United States,US-CA-081,California,San Mateo,"Coyote Point County Park--yacht club, harbor and freshwater marsh",37.5886459,-122.3152274,"",,Unspecified,"","",,,,,,,S119485081,"",,,,Foraging in ground in parking area,Sialia mexicana,wesblu,Species,,,.00,0,,2620,3493
487830401,Photo,Western Bluebird,Sialia mexicana,,DAB DAB,2022-09-26,2022,9,26,645,United States,US-CA-073,California,San Diego,Fort Rosecrans National Cemetery (no birding 8a-5p),32.6858200,-117.2449932,"",,Unspecified,"","",,,,,,,S119483101,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1232,1334
487829671,Photo,Western Bluebird,Sialia mexicana,,DAB DAB,2022-09-26,2022,9,26,645,United States,US-CA-073,California,San Diego,Fort Rosecrans National Cemetery (no birding 8a-5p),32.6858200,-117.2449932,"",,Unspecified,"","",,,,,,,S119483101,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1232,1334
487824321,Photo,Western Bluebird,Sialia mexicana,,Donna Bray,2022-09-25,2022,9,25,1100,United States,US-CA-037,California,Los Angeles,El Dorado Regional Park--Area 3,33.8235101,-118.0862045,"",,Unspecified,"","",,,,,,,S119483140,"",,,,,Sialia mexicana,wesblu,Species,,,2.00,1,,3888,5184
487777311,Photo,Western Bluebird,Sialia mexicana,,Astrid Taen,2022-09-25,2022,9,25,1109,United States,US-CA-059,California,Orange,Parkside Ponds,33.7091661,-118.0378906,"",,Unspecified,"","",,,,,,,S119474446,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
487735831,Photo,Western Bluebird,Sialia mexicana,,Astrid Taen,2022-09-25,2022,9,25,707,United States,US-CA-059,California,Orange,Huntington Central Park--East,33.7040978,-118.0022383,"",,Unspecified,"","",,,,,,,S119465188,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
487734541,Photo,Western Bluebird,Sialia mexicana,,Astrid Taen,2022-09-25,2022,9,25,707,United States,US-CA-059,California,Orange,Huntington Central Park--East,33.7040978,-118.0022383,"",,Unspecified,"","",,,,,,,S119465188,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
487731871,Photo,Western Bluebird,Sialia mexicana,,Anna Klafter,2022-09-25,2022,9,25,930,United States,US-CA-075,California,San Francisco,Fort Mason Park,37.8051812,-122.4285507,"",,Unspecified,"","",,,,,,,S119411807,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2555,3832
487642751,Photo,Western Bluebird,Sialia mexicana,,John Samuelson,2022-09-19,2022,9,19,759,United States,US-CA-017,California,El Dorado,"2850 Fairlane Court, Placerville, California, US (38.727, -120.83)",38.7270078,-120.8297144,"",,Unspecified,"","",,,,,,,S119026841,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2048,1754
487632091,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-09-25,2022,9,25,1630,United States,US-CA-081,California,San Mateo,"Coyote Point County Park--yacht club, harbor and freshwater marsh",37.5886459,-122.3152274,"",,Unspecified,"","",,,,,,,S119442984,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1283,1924
487632051,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-09-25,2022,9,25,1630,United States,US-CA-081,California,San Mateo,"Coyote Point County Park--yacht club, harbor and freshwater marsh",37.5886459,-122.3152274,"",,Unspecified,"","",,,,,,,S119442984,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1098,1647
487632081,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-09-25,2022,9,25,1630,United States,US-CA-081,California,San Mateo,"Coyote Point County Park--yacht club, harbor and freshwater marsh",37.5886459,-122.3152274,"",,Unspecified,"","",,,,,,,S119442984,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,929,1393
487632071,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-09-25,2022,9,25,1630,United States,US-CA-081,California,San Mateo,"Coyote Point County Park--yacht club, harbor and freshwater marsh",37.5886459,-122.3152274,"",,Unspecified,"","",,,,,,,S119442984,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1366,2049
487603511,Photo,Western Bluebird,Sialia mexicana,,Tracy  Drake,2022-09-25,2022,9,25,747,United States,US-CA-059,California,Orange,Huntington Central Park,33.7010644,-118.0063820,"",,Unspecified,"","",,,,,,,S119413034,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1025,1115
487603501,Photo,Western Bluebird,Sialia mexicana,,Tracy  Drake,2022-09-25,2022,9,25,747,United States,US-CA-059,California,Orange,Huntington Central Park,33.7010644,-118.0063820,"",,Unspecified,"","",,,,,,,S119413034,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,996,1272
487603481,Photo,Western Bluebird,Sialia mexicana,,Tracy  Drake,2022-09-25,2022,9,25,747,United States,US-CA-059,California,Orange,Huntington Central Park,33.7010644,-118.0063820,"",,Unspecified,"","",,,,,,,S119413034,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,874,1273
487586081,Photo,Western Bluebird,Sialia mexicana,,Rajan Rao,2022-09-25,2022,9,25,1353,United States,US-CA-075,California,San Francisco,Fort Mason Park,37.8051812,-122.4285507,"",,Unspecified,"","",,,,,,,S119430409,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,2975,4463
487559071,Photo,Western Bluebird,Sialia mexicana,,Judy Reynolds,2022-09-25,2022,9,25,856,United States,US-CA-075,California,San Francisco,Fort Mason Park,37.8051812,-122.4285507,"",,Unspecified,"","",,,,,,,S119425437,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3888,5184
487555611,Photo,Western Bluebird,Sialia mexicana,,Leslie Flint,2022-09-25,2022,9,25,1537,United States,US-CA-081,California,San Mateo,"Coyote Point County Park--yacht club, harbor and freshwater marsh",37.5886459,-122.3152274,"",,Unspecified,"","",,,,,,,S119433731,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1116,1280
487546291,Photo,Western Bluebird,Sialia mexicana,,Ralph Carlson,2022-09-22,2022,9,22,1645,United States,US-CA-037,California,Los Angeles,Frank G. Bonelli RP--North Access,34.0921622,-117.8010347,"",,Unspecified,"","",,,,,,,S119288051,"",,,,,Sialia mexicana,wesblu,Species,,,2.00,1,,2448,3264
487470771,Photo,Western Bluebird,Sialia mexicana,,Molly Goheen,2022-09-25,2022,9,25,900,United States,US-CA-095,California,Solano,Lagoon Valley Park,38.3343656,-122.0126925,"",,Unspecified,"","",,,,,,,S119423180,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3279,4483
487464511,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-09-25,2022,9,25,703,United States,US-CA-081,California,San Mateo,"Coyote Point County Park--yacht club, harbor and freshwater marsh",37.5886459,-122.3152274,"",,Unspecified,"","",,,,,,,S119421966,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1150,1725
487442631,Photo,Western Bluebird,Sialia mexicana,,Richard Breisch,2022-09-25,2022,9,25,815,United States,US-CA-073,California,San Diego,Mt. Acadia Neighborhood Park,32.8118767,-117.1802854,Adult Female – 1,,Unspecified,"","",,,,,,,S119408777,"",,,,,Sialia mexicana,wesblu,Species,,,2.00,1,,900,796
487437371,Audio,Western Bluebird,Sialia mexicana,,Herb Elliott,2022-09-25,2022,9,25,648,United States,US-CA-079,California,San Luis Obispo,Pismo Preserve,35.1564626,-120.6534554,"",,Unspecified,"","",,,,,,,S119414642,"",,,,,Sialia mexicana,wesblu,Species,,,2.50,2,,,
487405721,Photo,Western Bluebird,Sialia mexicana,,Kent Weakley,2022-09-25,2022,9,25,720,United States,US-CA-029,California,Kern,Tehachapi Mountain Park,35.0662682,-118.4836564,"",,Unspecified,"","",,,,,,,S119411574,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,,1997,3000
487405711,Photo,Western Bluebird,Sialia mexicana,,Kent Weakley,2022-09-25,2022,9,25,720,United States,US-CA-029,California,Kern,Tehachapi Mountain Park,35.0662682,-118.4836564,"",,Unspecified,"","",,,,,,,S119411574,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,,2000,3000
487358071,Photo,Western Bluebird,Sialia mexicana,,Susan Endres,2022-09-24,2022,9,24,1037,United States,US-CA-073,California,San Diego,Buddy Todd Park,33.2076695,-117.3475885,Unknown – 1,,Unspecified,"","",,,,,,,S119398193,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,1546,2172
487348581,Photo,Western Bluebird,Sialia mexicana,,Karen Richardson,2022-09-24,2022,9,24,958,United States,US-CA-113,California,Yolo,Rick Gonzalez Senior Park,38.6461569,-121.7348385,"",,Unspecified,"","",,,,,,,S119341814,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,992,1324
487348091,Photo,Western Bluebird,Sialia mexicana,,Karen Nguyen,2022-09-24,2022,9,24,1643,United States,US-CA-059,California,Orange,Huntington Central Park--East,33.7040978,-118.0022383,"",,Unspecified,"","",,,,,,,S119369134,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1979,2969
487263291,Photo,Western Bluebird,Sialia mexicana,,Gregory Luckert,2022-09-24,2022,9,24,728,United States,US-CA-085,California,Santa Clara,Vasona Lake County Park,37.2385116,-121.9709873,"",,Unspecified,"","",,,,,,,S119332055,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,2,,2000,2000
487245191,Photo,Western Bluebird,Sialia mexicana,,Michelle MacKenzie,2022-09-23,2022,9,23,756,United States,US-CA-081,California,San Mateo,Coyote Point County Park,37.5899626,-122.3215145,"",,Unspecified,"","",,,,,,,S119373567,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3184,3184
487245171,Photo,Western Bluebird,Sialia mexicana,,Michelle MacKenzie,2022-09-23,2022,9,23,756,United States,US-CA-081,California,San Mateo,Coyote Point County Park,37.5899626,-122.3215145,"",,Unspecified,"","",,,,,,,S119373567,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2702,2702
487217261,Photo,Western Bluebird,Sialia mexicana,,Diane Etchison,2022-09-24,2022,9,24,645,United States,US-CA-059,California,Orange,Huntington Central Park--East,33.7040978,-118.0022383,"",,Unspecified,"","",,,,,,,S119370929,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1092,1311
